Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
54,SC20,RL,68.0,50271,Pave,1,IR1,Low,AllPub,Inside,0,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,2,4,CBlock,0,4,1,2,1810,6,0,32,1842,GasA,2,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,2,5,Typ,1,2,Attchd,1981.0,0,3,894,5,5,2,857,72,0,0,0,0,3,4,None,0,Nov,2006,WD,Normal,385000
55,SC80,RL,60.0,7134,Pave,1,Reg,Bnk,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,0,384,6,0,0,384,GasA,4,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,3,6,Min1,1,5,Detchd,1962.0,3,2,572,5,5,2,0,50,0,0,0,0,3,2,None,0,Feb,2007,WD,Normal,130000
56,SC20,RL,100.0,10175,Pave,1,IR1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,4,CBlock,4,4,3,1,490,6,0,935,1425,GasA,2,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,3,7,Typ,1,2,Attchd,1964.0,2,2,576,5,5,2,0,0,0,407,0,0,3,4,None,0,Jul,2008,WD,Normal,180500
57,SC160,FV,24.0,2645,Pave,2,Reg,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,2,4,PConc,2,4,3,2,649,6,0,321,970,GasA,0,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,2,7,Typ,0,3,Attchd,1999.0,0,2,480,5,5,2,115,0,0,0,0,0,3,4,None,0,Aug,2009,WD,Abnorml,172500
58,SC60,RL,89.0,11645,Pave,1,IR1,Lvl,AllPub,Corner,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,6,0,6,0,860,860,GasA,0,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,2,7,Typ,0,3,Attchd,2004.0,2,2,565,5,5,2,0,70,0,0,0,0,3,4,None,0,Aug,2006,WD,Normal,196500
59,SC60,RL,66.0,13682,Pave,1,IR2,HLS,AllPub,CulDSac,0,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,0,4,PConc,0,4,1,6,0,6,0,1410,1410,GasA,0,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,2,10,Typ,1,2,BuiltIn,2006.0,0,3,641,5,5,2,192,0,37,0,0,0,3,4,None,0,Oct,2006,New,Partial,438780
60,SC20,RL,60.0,7200,Pave,1,Reg,Bnk,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,0,0,632,6,0,148,780,GasA,0,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,3,4,Typ,0,3,Detchd,1973.0,3,1,352,5,5,2,196,0,0,0,0,0,3,2,None,0,Jan,2008,WD,Normal,124900
61,SC20,RL,63.0,13072,Pave,1,Reg,Lvl,AllPub,Inside,0,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,3,0,941,6,0,217,1158,GasA,0,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,2,5,Typ,0,3,Detchd,2006.0,3,2,576,5,5,2,0,50,0,0,0,0,3,4,None,0,May,2006,New,Partial,158000
62,SC75,RM,60.0,7200,Pave,1,Reg,Lvl,AllPub,Inside,0,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,0,3,6,0,6,0,530,530,GasA,4,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,1,6,Typ,0,3,Detchd,1935.0,3,1,288,5,5,0,0,0,144,0,0,0,3,4,None,0,Mar,2007,WD,Normal,101000
63,SC120,RL,44.0,6442,Pave,1,IR1,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,2,4,PConc,2,1,2,2,24,6,0,1346,1370,GasA,0,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,2,6,Typ,1,2,Attchd,2006.0,2,2,484,5,5,2,120,49,0,0,0,0,3,4,None,0,Oct,2007,WD,Normal,202500
64,SC70,RM,50.0,10300,Pave,1,IR1,Bnk,AllPub,Inside,0,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,4,BrkTil,4,4,3,6,0,6,0,576,576,GasA,2,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,Typ,0,3,Detchd,1990.0,3,2,480,5,5,2,12,11,64,0,0,0,3,0,None,0,Apr,2010,WD,Normal,140000
65,SC60,RL,70.0,9375,Pave,1,Reg,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,4,PConc,2,4,3,2,739,6,0,318,1057,GasA,0,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,2,8,Typ,0,3,Attchd,1998.0,2,2,645,5,5,2,576,36,0,0,0,0,3,0,None,0,Feb,2009,WD,Normal,219500
66,SC60,RL,76.0,9591,Pave,1,Reg,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,2,4,PConc,0,4,0,6,0,6,0,1143,1143,GasA,0,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,2,9,Typ,1,2,BuiltIn,2004.0,2,3,852,5,5,2,192,151,0,0,0,0,3,4,None,0,Oct,2007,WD,Normal,317000
67,SC20,RL,73.0,19900,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,4,CBlock,2,4,1,2,912,6,0,1035,1947,GasA,4,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,Min1,1,2,Attchd,1970.0,2,2,576,5,5,2,301,0,0,0,0,0,3,4,None,0,Jul,2010,WD,Normal,180000
68,SC20,RL,72.0,10665,Pave,1,IR1,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,2,4,PConc,2,4,0,2,1013,6,0,440,1453,GasA,0,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,2,7,Typ,0,3,Attchd,2003.0,2,2,558,5,5,2,144,29,0,0,0,0,3,4,None,0,Jun,2007,WD,Normal,226000
69,SC30,RM,47.0,4608,Pave,1,Reg,Lvl,AllPub,Corner,0,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,3,6,0,6,0,747,747,GasA,4,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,Typ,0,3,Attchd,1945.0,3,1,220,5,5,2,0,0,0,0,0,0,3,4,None,0,Jun,2010,WD,Normal,80000
70,SC50,RL,81.0,15593,Pave,1,Reg,Lvl,AllPub,Corner,0,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,2,4,CBlock,4,4,3,1,603,6,0,701,1304,GasW,4,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,Typ,1,5,Attchd,1953.0,0,2,667,5,5,2,0,21,114,0,0,0,3,4,None,0,Jul,2006,WD,Normal,225000
71,SC20,RL,95.0,13651,Pave,1,IR1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,2,CBlock,2,4,1,0,1880,6,0,343,2223,GasA,0,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,Typ,2,2,Attchd,1973.0,0,2,516,5,5,2,300,0,0,0,0,0,3,4,None,0,Feb,2007,WD,Normal,244000
72,SC20,RL,69.0,7599,Pave,1,Reg,Lvl,AllPub,Corner,0,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,4,4,3,0,565,6,0,280,845,GasA,4,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,Typ,0,3,Detchd,1987.0,3,2,360,5,5,2,0,0,0,0,0,0,3,4,None,0,Jun,2007,WD,Normal,129500
73,SC60,RL,74.0,10141,Pave,1,IR1,Lvl,AllPub,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,4,PConc,2,4,3,6,0,6,0,832,832,GasA,2,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,Typ,1,5,Attchd,1998.0,0,2,427,5,5,2,0,94,0,0,291,0,3,4,None,0,Dec,2009,WD,Normal,185000
74,SC20,RL,85.0,10200,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,4,CBlock,4,4,3,0,320,1,362,404,1086,GasA,2,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,Typ,0,3,Attchd,1989.0,3,2,490,5,5,2,0,0,0,0,0,0,3,1,None,0,May,2010,WD,Normal,144900
75,SC50,RM,60.0,5790,Pave,1,Reg,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,1,4,3,6,0,6,0,840,840,GasA,2,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,Typ,0,3,Detchd,1915.0,3,1,379,5,5,2,0,0,202,0,0,0,3,4,None,0,May,2010,WD,Normal,107400
76,SC180,RM,21.0,1596,Pave,1,Reg,Lvl,AllPub,Inside,0,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,2,4,1,2,462,6,0,0,462,GasA,4,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,Typ,0,3,BuiltIn,1973.0,3,1,297,5,5,2,120,101,0,0,0,0,3,1,None,0,Nov,2009,WD,Normal,91000
77,SC20,RL,73.0,8475,Pave,1,IR1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,3,0,228,6,0,724,952,GasA,0,Y,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,Typ,0,3,Detchd,1956.0,3,1,283,5,5,2,0,0,0,0,0,0,3,4,None,0,Apr,2008,WD,Normal,135750
78,SC50,RM,50.0,8635,Pave,1,Reg,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,3,1,336,2,41,295,672,GasA,4,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,Min1,0,3,Detchd,1948.0,3,1,240,5,5,2,0,0,0,0,0,0,3,2,None,0,Jan,2008,WD,Normal,127000
79,SC90,RL,72.0,10778,Pave,1,Reg,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,3,6,0,6,0,1768,1768,GasA,4,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,Typ,0,3,None,1968.0,1,0,0,3,3,2,0,0,0,0,0,0,3,4,None,0,Apr,2010,WD,Normal,136500
80,SC50,RM,60.0,10440,Pave,0,Reg,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,4,4,3,6,0,6,0,440,440,GasA,2,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,Typ,0,3,Detchd,1966.0,3,2,440,5,5,2,74,0,128,0,0,0,3,2,None,0,May,2009,WD,Normal,110000
81,SC60,RL,100.0,13000,Pave,1,Reg,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,2,CBlock,2,4,3,5,448,6,0,448,896,GasA,4,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,2,8,Typ,1,2,Attchd,1968.0,0,1,509,5,5,2,0,72,0,0,252,0,3,4,None,0,Jun,2009,WD,Normal,193500
82,SC120,RM,32.0,4500,Pave,1,Reg,Lvl,AllPub,FR2,0,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,2,PConc,0,1,3,2,1201,6,0,36,1237,GasA,0,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,Typ,0,3,Attchd,1998.0,0,2,405,5,5,2,0,199,0,0,0,0,3,4,None,0,Mar,2006,WD,Normal,153500
83,SC20,RL,78.0,10206,Pave,1,Reg,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,4,PConc,2,4,3,2,33,6,0,1530,1563,GasA,0,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,2,6,Typ,1,2,Attchd,2007.0,2,3,758,5,5,2,144,99,0,0,0,0,3,4,None,0,Oct,2008,WD,Normal,245000
84,SC20,RL,80.0,8892,Pave,1,IR1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,4,CBlock,4,4,3,6,0,6,0,1065,1065,GasA,2,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,Typ,0,3,Detchd,1974.0,3,2,461,5,5,2,74,0,0,0,0,0,3,4,None,0,Jul,2007,COD,Normal,126500
85,SC80,RL,65.0,8530,Pave,1,IR1,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,4,PConc,2,4,3,6,0,6,0,384,384,GasA,2,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,7,Typ,1,5,BuiltIn,1995.0,0,2,400,5,5,2,120,72,0,0,0,0,3,4,Shed,700,May,2009,WD,Normal,168500
86,SC60,RL,121.0,16059,Pave,1,Reg,Lvl,AllPub,Corner,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,2,4,CBlock,2,4,3,6,0,6,0,1288,1288,GasA,0,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,2,9,Typ,1,5,Attchd,1991.0,3,2,462,5,5,2,127,82,0,0,0,0,3,4,None,0,Apr,2006,WD,Normal,260000
87,SC60,RL,122.0,11911,Pave,1,IR2,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,6,0,6,0,684,684,GasA,0,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,2,6,Typ,1,2,BuiltIn,2005.0,0,2,400,5,5,2,100,38,0,0,0,0,3,4,None,0,Mar,2009,WD,Normal,174000
88,SC160,FV,40.0,3951,Pave,2,Reg,Lvl,AllPub,Corner,0,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,2,4,PConc,2,4,0,6,0,6,0,612,612,GasA,0,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,2,4,Typ,0,3,Detchd,2009.0,2,2,528,5,5,2,0,234,0,0,0,0,3,4,None,0,Jun,2009,New,Partial,164500
89,SC50,C (all),105.0,8470,Pave,1,IR1,Lvl,AllPub,Corner,0,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,1,1,CBlock,4,0,3,6,0,6,0,1013,1013,GasA,4,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,1,6,Typ,0,3,None,1915.0,1,0,0,3,3,0,0,0,156,0,0,0,3,2,None,0,Oct,2009,ConLD,Abnorml,85000
90,SC20,RL,60.0,8070,Pave,1,Reg,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,3,2,588,6,0,402,990,GasA,0,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,Typ,0,3,None,1994.0,1,0,0,3,3,2,0,0,0,0,0,0,3,4,None,0,Aug,2007,WD,Normal,123600
91,SC20,RL,60.0,7200,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,4,Slab,3,2,4,4,0,4,0,0,0,GasA,4,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,Typ,0,3,Detchd,1950.0,3,2,420,5,5,2,0,29,0,0,0,0,3,4,None,0,Jul,2006,WD,Normal,109900
92,SC20,RL,85.0,8500,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,4,CBlock,4,4,3,5,600,6,0,635,1235,GasA,4,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,Typ,0,3,Attchd,1961.0,3,2,480,5,5,2,0,0,0,0,0,0,3,1,None,0,Dec,2006,WD,Abnorml,98600
93,SC30,RL,80.0,13360,Pave,0,IR1,HLS,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,2,4,3,0,713,6,0,163,876,GasA,0,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,Typ,0,3,Detchd,1921.0,3,2,432,5,5,2,0,0,44,0,0,0,3,4,None,0,Aug,2009,WD,Normal,163500
94,SC190,C (all),60.0,7200,Pave,1,Reg,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,0,2,5,1046,6,0,168,1214,GasW,0,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,3,9,Typ,1,2,Detchd,1900.0,3,2,506,5,5,2,0,0,0,0,99,0,3,4,None,0,Nov,2007,WD,Normal,133900
95,SC60,RL,69.0,9337,Pave,1,IR1,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,2,4,3,2,648,6,0,176,824,GasA,0,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,2,7,Typ,0,3,Attchd,1997.0,2,2,684,5,5,2,0,162,0,0,0,0,3,4,None,0,May,2007,WD,Normal,204750
96,SC60,RL,65.0,9765,Pave,1,IR2,Lvl,AllPub,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,0,2,PConc,2,1,3,0,310,6,0,370,680,GasA,2,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,3,6,Typ,1,5,BuiltIn,1993.0,0,2,420,5,5,2,232,63,0,0,0,0,3,4,Shed,480,Apr,2009,WD,Normal,185000
97,SC20,RL,78.0,10264,Pave,1,IR1,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,2,4,PConc,2,4,0,0,1162,6,0,426,1588,GasA,0,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,2,6,Typ,0,3,Attchd,1999.0,2,2,472,5,5,2,158,29,0,0,0,0,3,4,None,0,Aug,2006,WD,Normal,214000
98,SC20,RL,73.0,10921,Pave,1,Reg,HLS,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,3,4,CBlock,4,4,3,5,520,6,0,440,960,GasA,4,Y,FuseF,960,0,0,960,1,0,1,0,3,1,3,6,Typ,0,3,Attchd,1965.0,0,1,432,5,5,1,120,0,0,0,0,0,3,4,None,0,May,2007,WD,Normal,94750
99,SC30,RL,85.0,10625,Pave,1,Reg,Lvl,AllPub,Corner,0,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,4,3,0,108,6,0,350,458,GasA,1,N,SBrkr,835,0,0,835,0,0,1,0,2,1,3,5,Typ,0,3,Basment,1920.0,3,1,366,1,5,2,0,0,77,0,0,0,3,4,Shed,400,May,2010,COD,Abnorml,83000
100,SC20,RL,77.0,9320,Pave,1,IR1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,4,4,3,0,569,6,0,381,950,GasA,1,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,3,6,Typ,0,3,None,1959.0,1,0,0,3,3,2,352,0,0,0,0,0,3,4,Shed,400,Jan,2010,WD,Normal,128950
101,SC20,RL,80.0,10603,Pave,1,IR1,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,3,4,PConc,4,4,2,0,1200,6,0,410,1610,GasA,2,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,2,6,Typ,2,5,Attchd,1977.0,2,2,480,5,5,2,168,68,0,0,0,0,3,4,None,0,Feb,2010,WD,Normal,205000
102,SC60,RL,77.0,9206,Pave,1,Reg,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,2,4,CBlock,2,4,3,6,0,6,0,741,741,GasA,4,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,2,7,Typ,1,5,Attchd,1985.0,0,2,476,5,5,2,192,46,0,0,0,0,3,4,None,0,Jun,2010,WD,Normal,178000
103,SC90,RL,64.0,7018,Pave,1,Reg,Bnk,AllPub,Inside,0,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,1,Slab,3,2,4,4,0,4,0,0,0,GasA,4,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,Typ,0,3,Attchd,1979.0,3,2,410,5,5,2,0,0,0,0,0,0,3,4,None,0,Jun,2009,WD,Alloca,118964
104,SC20,RL,94.0,10402,Pave,1,IR1,Lvl,AllPub,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,3,6,0,6,0,1226,1226,GasA,0,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,2,6,Typ,0,3,Attchd,2009.0,2,3,740,5,5,2,0,36,0,0,0,0,3,4,None,0,May,2010,WD,Normal,198900
105,SC50,RM,60.0,7758,Pave,1,Reg,Lvl,AllPub,Corner,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,3,1,PConc,4,4,3,3,224,6,0,816,1040,GasA,0,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,3,7,Typ,2,5,Detchd,1951.0,3,1,240,5,5,2,0,0,0,0,184,0,3,4,None,0,Jun,2007,WD,Normal,169500
106,SC60,FV,75.0,9375,Pave,1,Reg,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,2,4,PConc,0,4,3,6,0,6,0,1053,1053,GasA,0,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,2,9,Typ,1,2,Attchd,2003.0,2,2,648,5,5,2,140,45,0,0,0,0,3,4,None,0,Aug,2008,WD,Normal,250000
107,SC30,RM,60.0,10800,Pave,0,Reg,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,1,4,3,6,0,6,0,641,641,GasA,2,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,3,6,Typ,0,3,Detchd,1954.0,3,1,273,1,1,0,0,0,0,0,0,0,3,4,Shed,450,Aug,2007,WD,Normal,100000
108,SC20,RM,50.0,6000,Pave,1,Reg,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,3,0,104,1,169,516,789,GasA,0,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,3,5,Typ,0,3,Detchd,1948.0,3,1,250,5,5,2,0,0,0,0,0,0,3,4,None,0,Apr,2008,WD,Partial,115000
109,SC50,RM,85.0,8500,Pave,1,Reg,Lvl,AllPub,Corner,0,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,4,4,3,6,0,6,0,793,793,GasW,4,N,FuseF,997,520,0,1517,0,0,2,0,3,1,1,7,Typ,0,3,None,1919.0,1,0,0,3,3,0,0,0,144,0,0,0,3,4,None,0,Aug,2007,WD,Normal,115000
