Id,MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrArea,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition
1547,SC50,6360,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,1942,1950,Gable,CompShg,300.0,TA,TA,CBlock,GasA,TA,Y,FuseA,955,498,0,1453,1,1,3,1,7,2,Y,0,0,35,0,148,0,0,Mar,2010,Normal
1548,SC50,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,780,636,0,1416,1,1,3,1,6,0,P,221,0,48,0,0,0,0,Mar,2010,Normal
1549,SC50,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1936,1980,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Gd,Y,SBrkr,548,492,0,1040,1,0,2,1,5,0,P,306,0,32,0,0,0,0,May,2010,Normal
1550,SC50,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,TA,Y,FuseF,928,608,0,1536,2,0,4,1,7,1,Y,0,10,0,0,0,0,0,Mar,2010,Normal
1551,SC30,6120,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,TA,Y,SBrkr,1068,0,0,1068,1,0,2,1,5,1,Y,0,0,128,0,0,0,0,Mar,2010,Normal
1552,SC50,8094,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,0.0,TA,Fa,CBlock,GasA,Ex,Y,SBrkr,888,1074,0,1962,1,1,4,1,9,1,Y,160,0,364,0,0,0,0,Jun,2010,Normal
1553,SC70,12900,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1912,2009,Gable,CompShg,0.0,Gd,Gd,PConc,GasA,Ex,Y,SBrkr,780,780,0,1560,1,1,3,1,7,0,N,344,0,0,0,168,0,0,May,2010,Normal
1554,SC70,3068,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1920,1993,Gable,CompShg,0.0,TA,Gd,BrkTil,GasA,Ex,Y,SBrkr,662,662,0,1324,1,0,3,1,6,0,Y,0,0,112,0,0,0,0,Feb,2010,Normal
1555,SC20,15263,Pave,IR1,Lvl,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,90.0,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1675,0,0,1675,2,0,3,1,8,2,Y,0,132,0,0,0,0,0,May,2010,Normal
1556,SC50,10632,Pave,IR1,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,3,1917,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,Gd,N,SBrkr,725,499,0,1224,1,1,3,1,6,0,N,0,0,248,0,0,0,0,Jan,2010,Normal
1557,SC190,9900,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,4,1915,1950,Gable,CompShg,0.0,Fa,Fa,BrkTil,GasA,TA,N,SBrkr,1212,180,0,1392,1,0,3,1,6,0,N,0,0,168,0,0,0,0,Feb,2010,Normal
1558,SC50,6001,Pave,IR1,Bnk,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Ex,N,SBrkr,600,319,0,919,1,0,3,1,5,0,Y,0,0,45,0,0,0,0,Mar,2010,Normal
1559,SC70,6449,Pave,IR1,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,4,1,1907,1950,Gambrel,CompShg,0.0,TA,TA,CBlock,GasW,TA,N,SBrkr,942,942,0,1884,1,1,4,1,7,0,N,0,0,239,0,0,0,0,Mar,2010,Abnorml
1560,SC190,6048,Pave,Reg,Lvl,Corner,Gtl,SWISU,Artery,Norm,2fmCon,1.5Fin,5,7,1910,1950,Gable,CompShg,0.0,TA,Gd,BrkTil,GasA,Gd,Y,SBrkr,936,744,0,1680,2,0,2,2,7,1,P,56,144,0,0,0,0,0,Jun,2010,Normal
1561,SC90,10773,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,3,1967,1967,Gable,Tar&Grv,72.0,Fa,Fa,CBlock,GasA,TA,N,SBrkr,1832,0,0,1832,2,0,4,2,8,0,Y,0,58,0,0,0,0,0,May,2010,Normal
1562,SC20,7800,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,2008,Hip,CompShg,47.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,892,0,0,892,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,Jun,2010,Normal
1563,SC20,7832,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,0.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,2,1,4,0,Y,226,0,0,0,0,0,0,May,2010,Normal
1564,SC90,7424,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1373,0,0,1373,1,0,3,1,5,2,Y,0,0,0,0,0,0,0,May,2010,Normal
1565,SC60,11227,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,5,5,1968,1968,Gable,CompShg,0.0,TA,Gd,CBlock,GasA,Ex,Y,SBrkr,720,720,0,1440,1,1,4,1,7,2,Y,192,38,0,0,0,0,0,Mar,2010,Normal
1566,SC20,20062,Pave,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,0.0,Gd,Gd,CBlock,GasA,Gd,Y,SBrkr,1483,0,0,1483,1,1,1,1,4,2,Y,496,0,0,0,0,0,0,Apr,2010,Normal
1567,SC30,9259,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,TA,N,SBrkr,756,0,0,756,1,0,2,1,4,0,N,80,0,0,0,0,0,0,Jun,2010,Normal
1568,SC60,17082,Pave,IR1,Low,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,6,5,1978,1992,Gable,CompShg,288.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,1117,864,0,1981,2,1,4,1,8,1,Y,336,104,0,0,0,0,0,May,2010,Normal
1569,SC50,18600,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,3,4,1938,1990,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,FuseA,1052,558,0,1610,2,0,4,1,8,1,Y,0,0,60,0,0,0,450,Jun,2010,Normal
1570,SC20,11479,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,1987,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1074,0,0,1074,1,0,3,1,6,1,Y,0,52,52,0,0,0,0,Jun,2010,Normal
1571,SC50,9350,Pave,Reg,Bnk,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1947,1979,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1169,0,362,1531,1,0,3,1,8,1,Y,0,0,0,0,0,0,0,Jun,2010,Normal
1572,SC20,9525,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1954,1998,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1172,0,0,1172,1,0,3,1,5,0,Y,240,0,0,0,0,0,0,Jun,2010,Normal
1573,SC20,17485,Pave,IR2,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,96.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1508,0,0,1508,1,0,1,1,5,2,Y,0,0,0,0,0,0,0,Jan,2010,Partial
1574,SC20,11200,Pave,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,0.0,TA,Fa,CBlock,GasA,Ex,Y,SBrkr,1298,0,0,1298,2,0,3,1,5,0,N,0,144,0,0,0,0,0,Jun,2010,Normal
1575,SC20,11980,Pave,Reg,Low,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,5,1987,1987,Gable,CompShg,177.0,Gd,TA,CBlock,GasA,Ex,Y,SBrkr,1433,0,0,1433,1,1,1,1,4,2,Y,0,278,0,0,266,0,0,Jun,2010,Normal
1576,SC60,12361,Pave,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,85.0,Gd,Gd,PConc,GasA,Ex,Y,SBrkr,964,838,0,1802,2,1,3,1,8,1,Y,450,92,0,0,0,0,0,May,2010,Normal
1577,SC20,7360,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2010,2010,Gable,CompShg,80.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1222,0,0,1222,2,0,2,1,6,0,Y,0,54,0,0,0,0,0,Mar,2010,Normal
1578,SC50,14235,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,0.0,TA,TA,PConc,GasA,TA,Y,SBrkr,831,614,0,1445,2,0,3,1,6,0,N,0,59,0,0,0,0,0,Mar,2010,Normal
1579,SC85,11105,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,0.0,TA,Gd,PConc,GasA,Gd,Y,SBrkr,965,0,0,965,1,0,2,1,4,0,Y,71,0,0,0,0,0,0,Jul,2010,Normal
1580,SC60,9337,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,0.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,892,800,0,1692,2,1,3,1,8,1,Y,0,39,0,0,0,0,0,Apr,2010,Normal
1581,SC20,15240,Pave,IR1,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1977,2004,Gable,CompShg,0.0,Gd,Gd,CBlock,GasA,Ex,Y,SBrkr,1026,0,0,1026,1,1,3,1,5,0,Y,316,85,0,0,0,0,0,Jun,2010,Normal
1582,SC20,7480,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,876,0,0,876,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,Jun,2010,Normal
1583,SC20,10389,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,320.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1978,0,0,1978,2,1,3,1,8,1,Y,188,25,0,0,0,0,0,May,2010,Normal
1584,SC60,9375,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1044,1054,0,2098,2,1,4,1,9,1,Y,331,38,0,0,0,0,0,Apr,2010,Normal
1585,SC120,4435,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,170.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,1,4,0,Y,140,0,0,0,0,0,0,Apr,2010,Normal
1586,SC30,8777,Pave,Reg,Lvl,Inside,Mod,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,0.0,TA,Gd,CBlock,GasA,TA,N,SBrkr,640,0,0,640,1,0,2,1,5,0,N,0,0,0,0,0,0,0,Apr,2010,Normal
1587,SC20,8842,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,0.0,TA,Gd,CBlock,GasA,Ex,Y,SBrkr,992,0,0,992,1,0,3,1,6,0,Y,60,0,56,0,0,0,0,Jan,2010,Abnorml
1588,SC20,10044,Pave,IR1,Low,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1196,0,0,1196,1,0,3,1,6,0,Y,257,0,168,0,0,0,0,Jun,2010,Normal
1589,SC50,11792,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1948,1950,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Ex,N,FuseF,792,328,0,1120,1,0,2,1,5,0,P,0,0,0,0,160,0,0,Jun,2010,Abnorml
1590,SC80,6305,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1096,0,0,1096,1,0,3,1,5,1,Y,0,0,0,0,0,0,0,Jun,2010,Normal
1591,SC20,6410,Pave,Reg,HLS,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1958,Hip,CompShg,0.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,960,0,0,960,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,May,2010,Normal
1592,SC30,4853,Pave,Reg,Bnk,Inside,Gtl,SWISU,Artery,Norm,1Fam,1Story,5,6,1924,1999,Gable,CompShg,203.0,TA,TA,BrkTil,GasA,Fa,N,FuseA,1296,0,0,1296,2,0,2,1,5,1,Y,0,0,36,0,0,0,0,May,2010,Normal
1593,SC30,7890,Pave,Reg,Lvl,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,6,1939,1950,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,856,0,0,856,1,0,2,1,4,1,Y,0,0,0,0,166,0,0,Mar,2010,Normal
1594,SC90,7200,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,4,6,1967,1967,Flat,Tar&Grv,0.0,TA,TA,Slab,GasA,TA,Y,SBrkr,862,1788,0,2650,3,0,6,2,10,0,Y,0,0,0,0,0,0,500,Feb,2010,Normal
1595,SC50,9839,Pave,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,2,1931,1950,Gable,CompShg,0.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,894,772,0,1666,1,0,3,1,7,1,N,0,156,0,0,0,0,0,May,2010,Normal
1596,SC50,10452,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,6,1941,1985,Gable,CompShg,371.0,Gd,Gd,BrkTil,GasA,Ex,Y,SBrkr,1225,908,0,2133,1,1,4,1,8,2,Y,0,0,86,0,0,0,0,Jul,2010,Normal
1597,SC90,15600,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1950,1991,Gable,CompShg,430.0,TA,Gd,CBlock,GasA,Ex,Y,SBrkr,1102,1075,0,2177,2,1,5,2,11,0,Y,0,0,0,0,0,0,0,Mar,2010,Normal
1598,SC80,19645,Pave,IR1,Lvl,FR2,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,7,6,1994,2007,Gable,CompShg,44.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,896,756,0,1652,2,1,3,1,6,0,Y,0,0,0,0,0,0,0,Jun,2010,Normal
1599,SC120,3907,Pave,IR1,HLS,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,6,1989,1989,Gable,CompShg,0.0,Gd,TA,CBlock,GasA,Gd,Y,SBrkr,1034,0,0,1034,1,0,1,1,4,1,Y,141,36,0,0,0,0,0,Apr,2010,Normal
1600,SC120,3907,Pave,IR1,HLS,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,CompShg,0.0,Gd,TA,CBlock,GasA,Gd,Y,SBrkr,1191,0,0,1191,2,0,2,1,5,1,Y,112,81,0,0,0,0,0,Mar,2010,Normal
1601,SC30,8154,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,5,1941,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,TA,Y,SBrkr,540,0,0,540,1,0,1,1,4,0,N,0,0,0,0,0,0,0,Apr,2010,Normal
1602,SC50,9140,Pave,Reg,HLS,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1921,1975,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,Fa,Y,SBrkr,727,380,0,1107,1,0,2,1,5,0,Y,0,56,0,0,200,0,0,Apr,2010,Normal
1603,SC30,8712,Grvl,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,0.0,Fa,Fa,CBlock,GasA,Gd,Y,SBrkr,952,0,0,952,1,0,3,1,5,0,N,0,0,265,0,0,0,0,Jun,2010,Alloca
1604,SC120,3811,Pave,IR1,HLS,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,186.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1646,0,0,1646,2,0,2,1,5,1,Y,128,53,0,0,155,0,0,May,2010,Normal
1605,SC60,11050,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1036,880,0,1916,2,1,3,1,8,1,Y,0,70,0,0,0,0,0,May,2010,Normal
1606,SC80,9620,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,7,1977,1977,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1285,0,0,1285,2,0,3,1,6,1,Y,375,26,0,0,0,0,80,May,2010,Normal
1607,SC90,12760,Pave,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,2048,0,0,2048,3,0,5,2,9,0,Y,0,0,0,0,0,0,0,Mar,2010,Normal
1608,SC20,11896,Pave,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,60.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1346,0,0,1346,2,0,3,1,6,1,Y,100,48,0,0,0,0,0,May,2010,Normal
1609,SC20,9803,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1214,0,0,1214,2,0,2,1,6,0,Y,0,25,0,0,0,0,0,Jan,2010,Partial
1610,SC60,9802,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,5,5,2006,2007,Gable,CompShg,0.0,TA,TA,PConc,GasA,Gd,Y,SBrkr,744,700,0,1444,2,1,3,1,7,0,Y,100,0,0,0,0,0,0,Apr,2010,Normal
1611,SC20,15300,Pave,Reg,Bnk,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1965,1977,Hip,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1264,0,0,1264,1,0,2,1,7,1,Y,0,0,0,0,0,0,0,Jun,2010,Normal
1612,SC20,10114,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2004,2005,Gable,CompShg,0.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,1430,0,0,1430,2,0,3,1,7,0,Y,0,0,0,0,0,0,0,Mar,2010,Normal
1613,SC20,11875,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1999,1999,Gable,CompShg,0.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,1344,0,0,1344,2,0,3,1,7,1,Y,328,0,0,0,0,0,0,Jun,2010,Normal
1614,SC120,2394,Pave,Reg,Low,Inside,Mod,MeadowV,Norm,Norm,Twnhs,1Story,5,6,1973,1973,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,945,0,0,945,1,0,2,1,5,1,Y,174,0,56,0,108,0,0,May,2010,Normal
1615,SC160,1476,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,546,546,0,1092,1,1,3,1,5,0,Y,200,26,0,0,0,0,0,Mar,2010,Normal
1616,SC160,1900,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1970,1970,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,546,546,0,1092,1,1,3,1,5,0,Y,0,0,0,0,0,0,0,Jun,2010,Normal
1617,SC160,1890,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,6,1972,1972,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,546,546,0,1092,1,1,3,1,5,0,Y,0,0,64,0,0,0,0,Jun,2010,Normal
1618,SC20,6953,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1971,2004,Gable,CompShg,0.0,TA,Gd,CBlock,GasA,Ex,Y,SBrkr,874,0,0,874,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,Jun,2010,Normal
1619,SC20,12887,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1984,1984,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,833,0,0,833,1,0,2,1,5,0,Y,431,0,0,0,0,0,0,Apr,2010,Normal
1620,SC90,7700,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,2,1985,1986,Gable,CompShg,0.0,TA,Po,PConc,GasA,Gd,Y,SBrkr,1216,1216,0,2432,4,2,4,2,10,0,Y,200,0,0,0,0,0,600,Feb,2010,Normal
1621,SC60,10475,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,5,1991,1991,Gable,CompShg,0.0,TA,TA,PConc,GasA,Gd,Y,SBrkr,624,650,0,1274,1,1,3,1,6,0,Y,22,0,0,0,0,0,0,Mar,2010,Normal
1622,SC50,10544,Pave,IR1,Lvl,Inside,Mod,Mitchel,Norm,Norm,1Fam,1.5Fin,5,5,1969,1969,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,864,615,0,1479,2,0,5,1,8,0,Y,287,0,280,0,0,0,0,Apr,2010,Normal
1623,SC20,9892,Pave,Reg,Lvl,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,0.0,Gd,Gd,PConc,GasA,Ex,Y,SBrkr,1803,0,0,1803,2,1,3,1,6,2,Y,129,64,222,0,0,0,0,Feb,2010,Normal
1624,SC60,12961,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,0.0,Gd,Gd,PConc,GasA,Ex,Y,SBrkr,1152,645,0,1797,2,1,3,1,7,1,Y,162,312,0,0,0,0,0,Mar,2010,Normal
1625,SC20,13008,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,882,0,0,882,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,Oct,2009,Normal
1626,SC20,10200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,440.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1434,0,0,1434,2,0,4,1,7,1,Y,80,21,0,0,0,0,0,Jun,2009,Normal
1627,SC60,10179,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,0.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,945,663,0,1608,2,1,3,1,7,1,Y,252,30,0,0,0,0,0,Jul,2009,Normal
1628,SC60,11792,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,188.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1008,1275,0,2283,2,1,4,1,9,1,Y,120,46,0,0,0,0,0,Aug,2009,Normal
1629,SC80,8400,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1996,1997,Gable,CompShg,32.0,TA,TA,PConc,GasA,Gd,Y,SBrkr,958,670,0,1628,2,1,3,1,7,1,Y,48,72,0,0,0,0,490,Jun,2009,Normal
1630,SC120,7296,Pave,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,2522,0,0,2522,2,0,1,1,8,1,Y,182,57,0,0,0,0,0,Nov,2009,Normal
1631,SC120,7380,Pave,IR1,Lvl,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,1998,1998,Gable,CompShg,0.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,1478,0,0,1478,2,0,2,1,5,0,Y,168,43,0,0,0,0,0,Jul,2009,Normal
1632,SC120,8013,Pave,IR1,Lvl,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1734,0,0,1734,2,0,2,1,6,0,Y,52,50,0,0,0,0,0,Sep,2009,Normal
1633,SC80,8923,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,1998,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Gd,Y,SBrkr,751,631,0,1382,2,1,3,1,7,1,Y,256,0,0,0,0,0,0,Feb,2009,Normal
1634,SC60,7500,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Gd,Y,SBrkr,952,684,0,1636,2,1,3,1,7,1,Y,0,84,0,0,0,0,0,Oct,2009,Normal
